,Unnamed: 0,entity_cn,country,entity_en
484,484,丽水,Zhejiang,Lishui
485,485,丽江,Yunnan,Lijiang
486,486,乌兰察布,Neimenggu,Wulanchabu
487,487,乌海,Neimenggu,Wuhai
488,488,乌鲁木齐,Xinjiang,Wulumuqi
489,489,乐山,Sichuan,Leshan
490,490,九江,Jiangxi,Jiujiang
491,491,云浮,Guangdong,Yunfu
492,492,亳州,Anhui,Bozhou
493,493,伊春,Heilongjiang,Yichun
494,494,伊犁,Xinjiang,Yili
495,495,佛山,Guangdong,Foshan
496,496,佳木斯,Heilongjiang,Jiamusi
497,497,保定,Hebei,Baoding
498,498,保山,Yunnan,Baoshan
499,499,信阳,Henan,Xinyang
500,500,儋州,Hainan,Danzhou
501,501,克孜勒苏柯尔克孜,xinjiang,Kezilesukeerkezi
502,502,克拉玛依,Xinjiang,Kelamayi
503,503,六安,Anhui,Luan
504,504,六盘水,Guizhou,Liupanshui
505,505,兰州,Gansu,Lanzhou
506,506,兴安盟,Neimenggu,Xinganmeng
507,507,内江,Sichuan,Neijiang
508,508,凉山,Sichuan,Liangshan
509,509,包头,Neimenggu,Baotou
510,510,北京,Beijing,Beijing
511,511,北海,Guangxi,Beihai
512,512,十堰,Hubei,Shiyan
513,513,南京,Jiangsu,Nanjing
514,514,南充,Sichuan,Nanchong
515,515,南宁,Guangxi,Nanning
516,516,南平,Fujian,Nanping
517,517,南昌,Jiangxi,Nanchang
518,518,南通,Jiangsu,Nantong
519,519,南阳,Henan,Nanyang
520,520,博尔塔拉,Xinjiang,Boertala
521,521,厦门,Fujian,Xiamen
522,522,双鸭山,Heilongjiang,Shuangyashan
523,523,台州,Zhejiang,Taizhou
524,524,合肥,Anhui,Hefei
525,525,吉安,Jiangxi,Jian
526,526,吉林,Jilin,Jilin
529,529,吕梁,Shanxi,Lvliang
530,530,吴忠,Ningxia,Wuzhong
531,531,周口,Henan,Zhoukou
532,532,呼伦贝尔,Neimenggu,Hulunbeier
533,533,呼和浩特,Neimenggu,Huhehaote
534,534,和田,Xinjiang,Hetian
535,535,咸宁,Hubei,Xianning
536,536,咸阳,Shanxi,Xianyang
537,537,哈密,Xinjiang,Hami
538,538,哈尔滨,Heilongjiang,Haerbin
539,539,唐山,Hebei,Tangshan
540,540,商丘,Henan,Shangqiu
541,541,商洛,Shanxi,Shangluo
542,542,喀什,Xinjiang,Kashi
543,543,嘉兴,Zhejiang,Jiaxing
544,544,嘉峪关,Gansu,Jiayuguan
545,545,四平,Jilin,Siping
546,546,固原,Ningxia,Guyuan
547,547,塔城,Xinjiang,Tacheng
548,548,大兴安岭,Heilongjiang,Daxinganling
549,549,大同,Shanxi,Datong
550,550,大庆,Heilongjiang,Daqing
551,551,大理,Yunnan,Dali
552,552,大连,Liaoning,Dalian
553,553,天水,Gansu,Tianshui
554,554,天津,Tianjin,Tianjin
555,555,太原,Shanxi,Taiyuan
556,556,威海,Shandong,Weihai
557,557,娄底,Hunan,Loudi
558,558,孝感,Hubei,Xiaogan
559,559,宁德,Fujian,Ningde
560,560,宁波,Zhejiang,Ningbo
561,561,安庆,Anhui,Anqing
562,562,安康,Shanxi,Ankang
563,563,安阳,Henan,Anyang
564,564,安顺,Guizhou,Anshun
565,565,定西,Gansu,Dingxi
566,566,宜宾,Sichuan,Yibin
567,567,宜昌,Hubei,Yichang
568,568,宜春,Jiangxi,Yichun
569,569,宝鸡,Shanxi,Baoji
570,570,宣城,Anhui,Xuancheng
571,571,宿州,Anhui,Suzhou
572,572,宿迁,Jiangsu,Suqian
573,573,山南,Xizang,Shannan
574,574,岳阳,Hunan,Yueyang
575,575,崇左,Guangxi,Chongzuo
576,576,巢湖,anhui,Chaohu
577,577,巴中,Sichuan,Bazhong
578,578,巴彦淖尔,Neimenggu,Bayannaoer
579,579,巴音郭楞,Xinjiang,Bayinguoleng
580,580,常州,Jiangsu,Changzhou
581,581,常德,Hunan,Changde
582,582,平凉,Gansu,Pingliang
583,583,平顶山,Henan,Pingdingshan
584,584,广元,Sichuan,Guangyuan
585,585,广安,Sichuan,Guangan
586,586,广州,Guangdong,Guangzhou
587,587,庆阳,Gansu,Qingyang
588,588,廊坊,Hebei,Langfang
589,589,延安,Shanxi,Yanan
590,590,延边,Jilin,Yanbian
591,591,开封,Henan,Kaifeng
592,592,张家口,Hebei,Zhangjiakou
593,593,张家界,Hunan,Zhangjiajie
594,594,张掖,Gansu,Zhangye
595,595,徐州,Jiangsu,Xuzhou
596,596,德宏,Yunnan,Dehong
597,597,德州,Shandong,Dezhou
598,598,德阳,Sichuan,Deyang
599,599,忻州,Shanxi,Xinzhou
600,600,怀化,Hunan,Huaihua
601,601,怒江,Yunnan,Nujiang
602,602,恩施,Hubei,Enshi
603,603,惠州,Guangdong,Huizhou
604,604,成都,Sichuan,Chengdu
605,605,扬州,Jiangsu,Yangzhou
606,606,承德,Hebei,Chengde
607,607,抚州,Jiangxi,Fuzhou
608,608,抚顺,Liaoning,Fushun
609,609,拉萨,Xizang,Lasa
610,610,揭阳,Guangdong,Jieyang
611,611,攀枝花,Sichuan,Panzhihua
612,612,文山,Yunnan,Wenshan
613,613,新乡,Henan,Xinxiang
614,614,新余,Jiangxi,Xinyu
615,615,无锡,Jiangsu,Wuxi
618,618,日照,Shandong,Rizhao
619,619,昆明,Yunnan,Kunming
620,620,昌吉,Xinjiang,Changji
623,623,昭通,Yunnan,Zhaotong
624,624,晋中,Shanxi,Jinzhong
625,625,晋城,Shanxi,Jincheng
626,626,普洱,Yunnan,Puer
627,627,景德镇,Jiangxi,Jingdezhen
628,628,曲靖,Yunnan,Qujing
629,629,朔州,Shanxi,Shuozhou
630,630,朝阳,Liaoning,Zhaoyang
631,631,本溪,Liaoning,Benxi
632,632,来宾,Guangxi,Laibin
633,633,杭州,Zhejiang,Hangzhou
634,634,松原,Jilin,Songyuan
637,637,果洛,Qinghai,Guoluo
638,638,枣庄,Shandong,Zaozhuang
639,639,柳州,Guangxi,Liuzhou
640,640,株洲,Hunan,Zhuzhou
641,641,桂林,Guangxi,Guilin
642,642,梅州,Guangdong,Meizhou
643,643,梧州,Guangxi,Wuzhou
644,644,楚雄,Yunnan,Chuxiong
645,645,榆林,Shanxi,Yulin
646,646,武威,Gansu,Wuwei
647,647,武汉,Hubei,Wuhan
648,648,毕节,Guizhou,Bijie
649,649,永州,Hunan,Yongzhou
650,650,汉中,Shanxi,Hanzhong
651,651,汕头,Guangdong,Shantou
652,652,汕尾,Guangdong,Shanwei
653,653,江门,Guangdong,Jiangmen
654,654,池州,Anhui,Chizhou
655,655,沈阳,Liaoning,Shenyang
656,656,沧州,Hebei,Cangzhou
657,657,河池,Guangxi,Hechi
658,658,河源,Guangdong,Heyuan
659,659,泉州,Fujian,Quanzhou
660,660,泰安,Shandong,Taian
661,661,泰州,Jiangsu,Taizhou
662,662,泸州,Sichuan,Luzhou
663,663,洛阳,Henan,Luoyang
664,664,济南,Shandong,Jinan
665,665,济宁,Shandong,Jining
666,666,海东,Qinghai,Haidong
667,667,海北,Qinghai,Haibei
668,668,海南,Qinghai,Hainan
669,669,海口,Hainan,Haikou
670,670,海西,Qinghai,Haixi
671,671,淄博,Shandong,Zibo
672,672,淮北,Anhui,Huaibei
673,673,淮南,Anhui,Huainan
674,674,淮安,Jiangsu,Huaian
675,675,深圳,Guangdong,Shenzhen
676,676,清远,Guangdong,Qingyuan
677,677,温州,Zhejiang,Wenzhou
678,678,渭南,Shanxi,Weinan
679,679,湖州,Zhejiang,Huzhou
680,680,湘潭,Hunan,Xiangtan
681,681,湘西,Hunan,Xiangxi
682,682,湛江,Guangdong,Zhanjiang
683,683,滁州,Anhui,Chuzhou
684,684,滨州,Shandong,Binzhou
685,685,漯河,Henan,Tahe
686,686,漳州,Fujian,Zhangzhou
687,687,潍坊,Shandong,Weifang
688,688,潮州,Guangdong,Chaozhou
689,689,濮阳,Henan,Puyang
690,690,烟台,Shandong,Yantai
691,691,焦作,Henan,Jiaozuo
692,692,牡丹江,Heilongjiang,Mudanjiang
693,693,玉林,Guangxi,Yulin
694,694,玉树,Qinghai,Yushu
695,695,玉溪,Yunnan,Yuxi
696,696,珠海,Guangdong,Zhuhai
697,697,甘南,Gansu,Gannan
698,698,甘孜,Sichuan,Ganzi
699,699,白城,Jilin,Baicheng
700,700,白山,Jilin,Baishan
701,701,白银,Gansu,Baiyin
702,702,百色,Guangxi,Baise
703,703,益阳,Hunan,Yiyang
704,704,盐城,Jiangsu,Yancheng
705,705,盘锦,Liaoning,Panjin
706,706,眉山,Sichuan,Meishan
707,707,石嘴山,Ningxia,Shizuishan
708,708,石家庄,Hebei,Shijiazhuang
709,709,福州,Fujian,Fuzhou
710,710,秦皇岛,Hebei,Qinhuangdao
711,711,红河,Yunnan,Honghe
712,712,绍兴,Zhejiang,Shaoxing
713,713,绥化,Heilongjiang,Suihua
714,714,绵阳,Sichuan,Mianyang
715,715,聊城,Shandong,Liaocheng
716,716,肇庆,Guangdong,Zhaoqing
717,717,自贡,Sichuan,Zigong
718,718,舟山,Zhejiang,Zhoushan
719,719,芜湖,Anhui,Wuhu
720,720,苏州,Jiangsu,Suzhou
721,721,茂名,Guangdong,Maoming
722,722,荆州,Hubei,Jingzhou
723,723,荆门,Hubei,Jingmen
724,724,莆田,Fujian,Putian
725,725,莱芜,Shandong,Laiwu
726,726,菏泽,Shandong,Heze
727,727,萍乡,Jiangxi,Pingxiang
728,728,营口,Liaoning,Yingkou
729,729,葫芦岛,Liaoning,Huludao
730,730,蚌埠,Anhui,Bengbu
731,731,衡水,Hebei,Hengshui
732,732,衡阳,Hunan,Hengyang
733,733,衢州,Zhejiang,Quzhou
734,734,襄樊,hubei,Xiangfan
735,735,西双版纳,Yunnan,Xishuangbanna
736,736,西宁,Qinghai,Xining
737,737,西安,Shanxi,Xian
738,738,许昌,Henan,Xuchang
739,739,贵港,Guangxi,Guigang
740,740,贵阳,Guizhou,Guiyang
741,741,贺州,Guangxi,Hezhou
742,742,资阳,Sichuan,Ziyang
743,743,赣州,Jiangxi,Ganzhou
744,744,赤峰,Neimenggu,Chifeng
745,745,辽源,Jilin,Liaoyuan
746,746,辽阳,Liaoning,Liaoyang
747,747,达州,Sichuan,Dazhou
748,748,运城,Shanxi,Yuncheng
749,749,连云港,Jiangsu,Lianyungang
750,750,迪庆,Yunnan,Diqing
751,751,通化,Jilin,Tonghua
752,752,通辽,Neimenggu,Tongliao
753,753,遂宁,Sichuan,Suining
754,754,遵义,Guizhou,Zunyi
755,755,邢台,Hebei,Xingtai
756,756,那曲,Xizang,Naqu
757,757,邯郸,Hebei,Handan
758,758,邵阳,Hunan,Shaoyang
759,759,郑州,Henan,Zhengzhou
760,760,郴州,Hunan,Chenzhou
761,761,鄂尔多斯,Neimenggu,Eerduosi
762,762,鄂州,Hubei,Ezhou
763,763,酒泉,Gansu,Jiuquan
764,764,重庆,Chongqing,Chongqing
765,765,金华,Zhejiang,Jinhua
766,766,金昌,Gansu,Jinchang
767,767,钦州,Guangxi,Qinzhou
768,768,铁岭,Liaoning,Tieling
769,769,铜仁,Guizhou,Tongren
770,770,铜川,Shanxi,Tongchuan
771,771,铜陵,Anhui,Tongling
772,772,银川,Ningxia,Yinchuan
773,773,锡林郭勒,Neimenggu,Xilinguolei
774,774,锦州,Liaoning,Jinzhou
775,775,镇江,Jiangsu,Zhenjiang
776,776,长春,Jilin,Changchun
777,777,长沙,Hunan,Changsha
778,778,长治,Shanxi,Zhangzhi
779,779,阜新,Liaoning,Fuxin
780,780,阜阳,Anhui,Fuyang
781,781,防城港,Guangxi,Fangchenggang
782,782,阳江,Guangdong,Yangjiang
783,783,阳泉,Shanxi,Yangquan
784,784,阿克苏,Xinjiang,Akesu
785,785,阿勒泰,Xinjiang,Aleitai
786,786,阿坝,Sichuan,Aba
787,787,阿拉善盟,Neimenggu,Alashanmeng
788,788,阿里,Xizang,Ali
789,789,陇南,Gansu,Longnan
790,790,随州,Hubei,Suizhou
791,791,雅安,Sichuan,Yaan
792,792,青岛,Shandong,Qingdao
793,793,鞍山,Liaoning,Anshan
794,794,韶关,Guangdong,Shaoguan
795,795,马鞍山,Anhui,Maanshan
796,796,驻马店,Henan,Zhumadian
797,797,鸡西,Heilongjiang,Jixi
798,798,鹤壁,Henan,Hebi
799,799,鹤岗,Heilongjiang,Hegang
800,800,鹰潭,Jiangxi,Yingtan
801,801,黄冈,Hubei,Huanggang
802,802,黄南,Qinghai,Huangnan
803,803,黄山,Anhui,Huangshan
804,804,黄石,Hubei,Huangshi
805,805,黑河,Heilongjiang,Heihe
806,806,黔东南,Guizhou,Qiandongnan
807,807,黔南,Guizhou,Qiannan
808,808,黔西南,Guizhou,Qianxinan
809,809,齐齐哈尔,Heilongjiang,Qiqihaer
810,810,龙岩,Fujian,Longyan
811,811,七台河市,Heilongjiang,Qitaihe
812,812,三亚市,Hainan,Sanya
813,813,三明市,Fujian,Sanming
814,814,三门峡市,Henan,Sanmenxia
815,815,上海市,Shanghai,Shanghai
816,816,上饶市,Jiangxi,Shangrao
817,817,东莞市,Guangdong,Dongguan
818,818,东营市,Shandong,Dongying
819,819,中卫市,Ningxia,Zhongwei
820,820,中山市,Guangdong,Zhongshan
821,821,临汾市,Shanxi,Linfen
822,822,临沂市,Shandong,Linyi
823,823,临沧市,Yunnan,Lincang
824,824,丹东市,Liaoning,Dandong
825,825,丽水市,Zhejiang,Lishui
826,826,丽江市,Yunnan,Lijiang
827,827,乌兰察布市,Neimenggu,Ulanqab
828,828,乌海市,Neimenggu,Wuhai
829,829,乌鲁木齐市,Xinjiang,Urumqi
830,830,乐山市,Sichuan,Leshan
831,831,九江市,Jiangxi,Jiujiang
832,832,云浮市,Guangdong,Yunfu
833,833,亳州市,Anhui,Bozhou
834,834,伊春市,Heilongjiang,Yichun
835,835,伊犁哈萨克自治州,Xinjiang,Yili
836,836,佛山市,Guangdong,Foshan
837,837,佳木斯市,Heilongjiang,Jiamusi
838,838,保定市,Hebei,Baoding
839,839,保山市,Yunnan,Baoshan
840,840,信阳市,Henan,Xinyang
841,841,儋州市,Hainan,Danzhou
842,842,克孜勒苏柯尔克孜自治州,xinjiang,Kezilesukeerkezi
843,843,克拉玛依市,Xinjiang,Karamay
844,844,六安市,Anhui,Lu'an
845,845,六盘水市,Guizhou,Liupanshui
846,846,兰州市,Gansu,Lanzhoushi
847,847,内江市,Sichuan,Neijiang
848,848,凉山彝族自治州,Sichuan,Liangshan
849,849,包头市,Neimenggu,Baotou
850,850,北京市,Beijing,Beijing
851,851,北海市,Guangxi,Beihai
852,852,十堰市,Hubei,Shiyan
853,853,南京市,Jiangsu,Nanjing
854,854,南充市,Sichuan,Nanchong
855,855,南宁市,Guangxi,Nanning
856,856,南平市,Fujian,Nanping
857,857,南昌市,Jiangxi,Nanchang
858,858,南通市,Jiangsu,Nantong
859,859,南阳市,Henan,Nanyang
860,860,博尔塔拉蒙古自治州,Xinjiang,Boertala
861,861,厦门市,Fujian,Xiamen
862,862,双鸭山市,Heilongjiang,Shuangyashan
863,863,台州市,Zhejiang,Taizhou
864,864,合肥市,Anhui,Hefei
865,865,吉安市,Jiangxi,Ji'an
866,866,吉林市,Jilin,Jilin
867,867,吐鲁番地区,Xinjiang,Tulufan
868,868,吐鲁番市,Xinjiang,Turpan
869,869,吕梁市,Shanxi,Lüliang
870,870,吴忠市,Ningxia,Wuzhong
871,871,周口市,Henan,Zhoukou
872,872,呼伦贝尔市,Neimenggu,Hulunbuir
873,873,呼和浩特市,Neimenggu,Hohhot
874,874,和田地区,Xinjiang,Hetian
875,875,咸宁市,Hubei,Xianning
876,876,咸阳市,Shanxi,Xianyang
877,877,哈密地区,Xinjiang,Hami
878,878,哈尔滨市,Heilongjiang,Harbin
879,879,唐山市,Hebei,Tangshan
880,880,商丘市,Henan,Shangqiu
881,881,商洛市,Shanxi,Shangluo
882,882,喀什地区,Xinjiang,Kashen
883,883,嘉兴市,Zhejiang,Jiaxing
884,884,嘉峪关市,Gansu,Jiayuguan
885,885,四平市,Jilin,Siping
886,886,固原市,Ningxia,Guyuan
887,887,塔城地区,Xinjiang,Tacheng
888,888,大兴安岭地区,Heilongjiang,Daxinganling
889,889,大同市,Shanxi,Datong
890,890,大庆市,Heilongjiang,Daqing
